1511313652819,0,799,15.4675
1511313653402,320.419,680.828,5.45644
1511313653457,260.682,683.815,6.57895
1511313653500,234.84,688.18,5.75846
1511313653562,334.006,677,6.53387
1511313653593,311.416,680.831,4.69495
1511313653657,194.356,697.824,5.0111
1511313653691,239.246,692.539,6.10455
1511313653754,202.846,695.352,4.94031
1511313653829,194.316,696.348,5.62593
1511313653861,216.906,694.234,5.23238
1511313653891,253.245,690.243,4.27433
1511313653954,220.868,695.394,3.86075
1511313654000,199.013,699.384,4.21647
1511313654060,140.53,704.144,4.91784
1511313654113,190.254,696.102,4.87956
1511313654155,159.463,698.697,5.83256
1511313654207,105.603,705.373,4.13707
1511313654240,76.5258,708.589,5.05623
1511313654314,45.8104,713.265,5.70298
1511313654357,31.5611,714.42,4.91956
1511313654390,22.2666,716.767,4.79275
1511313654446,30.0634,717.408,4.70252
1511313654506,46.7232,715.708,4.33686
1511313654559,138.574,705.534,4.16018
1511313654597,205.799,696.634,4.74555
1511313654644,140.37,704.288,5.10943
1511313654698,199.45,697.399,5.11492
1511313654740,212.201,699.465,6.22792
1511313654793,140.989,711.698,4.20818
1511313654867,82.168,712.514,10.1724
1511313654899,55.3716,712.655,7.74379
1511313654941,38.2237,708.104,11.4898
1511313654994,25.5256,710.432,10.7187
1511313655082,13.7395,710.294,8.99229
1511313655096,9.32455,711.102,16.0428
1511313655163,5.70984,703.115,11.5549
1511313655216,3.6243,705.604,9.23447
1511313655291,2.06409,701.644,11.1541
1511313655343,1.2755,700.63,10.8652
1511313655396,0.812508,724.342,7.00494
1511313655459,75.4892,712.708,4.74924
1511313655491,51.7904,712.854,4.44989
1511313655554,32.7605,724.147,5.91693
1511313655598,67.6224,713.129,5.51959
1511313655640,56.6324,711.435,4.96815
1511313655699,44.2976,710.539,6.01692
1511313655749,50.5784,709.187,4.73158
1511313655839,83.2556,706.626,4.64221
1511313655897,96.3412,705.334,4.73729
1511313655947,125.545,699.759,5.25135
1511313656000,94.5043,701.686,6.33328
1511313656063,57.8877,706.482,6.43377
1511313656117,36.5792,709.487,5.66954
1511313656160,24.4431,718.203,5.79339
1511313656215,15.9314,720.242,4.78128
1511313656245,11.3259,725.415,8.49452
1511313656296,43.0848,719.36,5.91805
1511313656414,119.235,710.627,5.0586
1511313656498,124.507,709.064,5.07535
1511313656596,306.465,686.527,2.95951
1511313656649,331.851,682.619,1.49845
1511313656751,337.917,678.645,2.21528
1511313656803,196.662,706.676,4.13004
1511313656855,122.47,724.461,5.59172
1511313656897,81.6602,720.48,3.18332
1511313656961,50.7569,725.442,4.59465
1511313657002,33.9472,725.013,4.2916
1511313657045,23.3526,727.516,3.91874
1511313657100,15.4184,727.943,4.70037
1511313657199,7.63142,725.891,4.34013
1511313657279,3.91458,721.342,4.41081
1511313657300,2.58418,721.075,5.44166
1511313657367,1.57346,727.566,6.20354
1511313657399,1.07607,724.612,4.28174
1511313657509,0.502558,719.428,3.95567
1511313657548,11.2447,713.707,3.54799
1511313657614,6.68084,719.96,4.03948
1511313657701,61.951,711.771,3.97456
1511313657751,60.4656,711.26,4.90471
1511313657814,95.2993,704.564,4.80952
1511313657902,92.9953,705.441,3.65558
1511313657987,138.354,698.098,4.6914
1511313658016,89.1532,705.385,4.97759
1511313658142,36.269,726.016,5.62636
1511313658205,19.4981,733.844,5.61655
1511313658268,11.2748,746.667,5.31453
1511313658309,7.32854,745.628,3.63843
1511313658448,62.5358,717.466,5.05401
1511313658504,33.9205,719.658,5.14126
1511313658646,229.267,691.84,5.72623
1511313658789,414.643,672.99,6.02307
1511313658915,221.528,693.525,6.65092
1511313658975,150.259,703.226,6.05542
1511313659053,180.523,656.297,0.933845
1511313659148,150.172,629.888,1.24417
1511313659243,174.201,615.252,0.990241
1511313659316,138.518,614.12,1.14332
1511313659379,142.184,613.854,1.1075
1511313659401,168.078,609.864,0.615211
1511313659475,145.371,608.8,0.874984
1511313659548,136.436,608.568,1.06974
1511313659610,154.051,610.96,1.0066
1511313659668,125.551,610.793,1.17895
1511313659694,105.884,610.528,1.07718
1511313659768,123.133,610.976,0.949
1511313659799,156.041,610.073,0.47637
1511313659842,188.518,610.407,0.565496
1511313659940,240.477,605.873,0.736111
1511313660013,303.112,608.778,0.880536
1511313660089,323.084,606.465,0.582532
1511313660150,335.337,604.968,0.579275
1511313660214,340.794,595.515,0.931746
1511313660268,212.34,608.518,5.20246
1511313660310,147.369,602.782,3.36543
1511313660385,90.6686,606.474,3.93388
1511313660453,52.1845,603.763,2.91584
1511313660490,34.3428,611.652,4.73718
1511313660539,22.8663,607.349,3.70001
1511313660712,304.05,608.055,0.89555
1511313660850,360.362,607.56,0.856992
1511313660945,343.267,608.117,0.56872
1511313661007,340.188,608.001,0.614387
1511313661050,336.528,608.106,0.62159
1511313661146,312.521,605.753,0.614245
1511313661252,252.031,607.514,0.837387
1511313661304,251.41,607.532,0.607802
1511313661410,135.965,618.499,2.04483
1511313661452,144.883,616.792,0.952979
1511313661504,171.814,614.796,0.922952
1511313661567,209.114,614.103,1.17063
1511313661620,205.18,612.599,1.16177
1511313661641,216.731,611.148,0.936542
1511313661757,235.887,609.736,0.849403
1511313661809,263.096,611.399,0.616082
1511313661861,310.984,610.052,0.745775
1511313661914,342.749,608.978,0.734541
1511313661967,352.351,608.396,-1
1511313661999,362.333,607.876,0.731577
1511313662084,324.858,606.514,0.843747
1511313662095,312.474,605.984,0.471947
1511313662180,296.773,607.445,0.538865
1511313662204,301.213,605.422,0.457912
1511313662256,284.076,606.113,0.476653
1511313662297,266.085,605.777,0.50954
1511313662341,278.046,605.1,0.514607
1511313662403,288.034,602.635,0.388424
1511313662445,301.372,602.402,0.430089
1511313662509,306.036,604.331,0.553477
1511313662540,317.512,602.678,0.562431
1511313662615,353.473,601.695,0.794814
1511313662641,358.684,597.446,0.61336
1511313662703,389.868,593.239,0.734532
1511313662765,399.152,590.664,0.733942
1511313662808,426.712,586.888,0.810129
1511313662850,453.059,592.379,0.843535
1511313662906,513.79,599.609,0.864483
1511313662977,582.306,610.834,1.02638
1511313663018,641.36,613.808,1.23105
1511313663039,663.027,619.169,1.29639
1511313663103,668.93,622.917,1.56346
1511313663155,718.843,621.299,1.48268
1511313663199,748.882,622.297,1.7895
1511313663240,743.215,623.411,1.07471
1511313663306,725.739,626.946,1.83224
1511313663371,720.154,628.885,2.11722
1511313663402,706.486,625.298,1.96823
1511313663445,714.737,625.987,1.80619
1511313663498,771.85,622.922,2.26347
1511313663552,723.973,617.138,1.59897
1511313663607,706.416,620.166,1.92496
1511313663670,812.424,615.033,1.26739
1511313663702,725.294,610.728,1.14929
1511313663745,742.783,617.059,2.27056
1511313663810,775.595,620.073,1.89787
1511313663852,771.432,615.906,2.34878
1511313663905,822.088,614.976,1.13741
1511313663945,828.047,616.135,1.82098
1511313663999,828.947,613.353,1.51561
1511313664053,881.18,604.008,1.72188
1511313664106,847.327,611.91,2.17004
1511313664141,822.89,614.523,2.16677
1511313664211,842.289,618.633,2.74764
1511313664276,703.31,614.78,1.26918
1511313664306,664.502,616.502,1.68657
1511313664350,617.469,617.035,1.20106
1511313664394,586.342,618.6,1.37794
1511313664440,554.351,619.619,1.31865
1511313664509,510.846,615.012,0.813434
1511313664540,476.046,611.494,0.659215
1511313664616,459.019,610.918,0.60602
1511313664647,421.257,599.316,0.247295
1511313664713,456.471,583.192,0.491369
1511313664743,506.448,569.668,0.92425
1511313664805,473.423,562.871,0.559734
1511313664869,558.783,541.784,1.39823
1511313664900,614.172,529.079,1.55994
1511313664953,626.789,525.692,1.22529
1511313665016,591.07,539.607,0.478008
1511313665047,560.152,545.659,0.80403
1511313665111,499.964,556.022,0.630549
1511313665142,478.504,563.793,0.53996
1511313665206,528.234,560.663,0.878562
1511313665258,534.003,563.515,0.832978
